timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume
1734019200000,101797.14000000,102540.00000000,101462.49000000,101462.49000000,3118.04465000,1734022799999,318242633.39351090,722561,1756.90529000,179341667.30956130,0
1734022800000,101462.49000000,101700.00000000,101227.27000000,101617.65000000,1046.05464000,1734026399999,106148139.69646350,412487,489.09373000,49633944.11537720,0
1734026400000,101617.64000000,101657.75000000,100831.00000000,100857.59000000,907.96892000,1734029999999,91908787.69881760,369919,426.90012000,43205858.68778390,0
1734030000000,100857.59000000,101052.77000000,99311.64000000,99481.32000000,2862.50310000,1734033599999,286121364.71286560,694182,1269.30263000,126872558.75663520,0
1734033600000,99481.33000000,100464.73000000,99465.33000000,100028.01000000,1571.02583000,1734037199999,156924823.27465000,559237,730.36887000,72960846.67127490,0
1734037200000,100028.02000000,100109.09000000,99700.00000000,99760.01000000,764.07160000,1734040799999,76314949.91071460,334752,343.75250000,34334205.20619620,0
1734040800000,99760.01000000,100476.19000000,99513.00000000,100444.00000000,803.02299000,1734044399999,80324583.72009860,276244,406.76266000,40699644.19696210,0
1734044400000,100444.00000000,100476.00000000,99879.38000000,100004.29000000,436.27831000,1734047999999,43690358.98257970,178078,159.16961000,15940590.52180740,0
1734048000000,100004.29000000,100356.85000000,99939.85000000,100083.21000000,501.95354000,1734051599999,50281015.29521700,180397,251.23473000,25165315.04309220,0
1734051600000,100083.21000000,100140.00000000,99210.53000000,99323.94000000,996.85798000,1734055199999,99324747.11974290,276020,417.62827000,41625525.48037710,0
1734055200000,99323.94000000,99675.66000000,99205.00000000,99484.99000000,1138.64214000,1734058799999,113226775.37283950,274055,595.70923000,59235146.85396360,0
1734058800000,99484.99000000,99793.50000000,99484.98000000,99729.09000000,532.23358000,1734062399999,53048561.10309030,164100,297.78565000,29680167.46100800,0
1734062400000,99729.09000000,100054.91000000,99652.00000000,100000.46000000,531.66419000,1734065999999,53097804.27627950,121589,255.31026000,25496691.43418750,0
1734066000000,100000.46000000,100172.00000000,99850.35000000,99890.00000000,430.05413000,1734069599999,42999505.80586570,99313,187.33953000,18731897.10164750,0
1734069600000,99889.99000000,100092.00000000,99700.00000000,99700.00000000,483.54224000,1734073199999,48315638.88631490,106474,178.33602000,17820047.67369530,0
1734073200000,99700.00000000,100225.52000000,99500.00000000,100130.00000000,1277.18261000,1734076799999,127607107.91582120,175189,546.15943000,54618376.28561620,0
1734076800000,100130.01000000,100361.93000000,99896.00000000,100272.00000000,562.17584000,1734080399999,56316996.18694930,124159,305.60455000,30618487.81591530,0
1734080400000,100271.99000000,100340.00000000,99904.43000000,100100.00000000,499.52207000,1734083999999,50013642.43812710,132961,201.07452000,20134536.83073150,0
1734084000000,100100.00000000,100550.00000000,99913.51000000,100457.62000000,520.33241000,1734087599999,52161259.53263850,130636,306.94379000,30779669.41218240,0
1734087600000,100457.62000000,100789.00000000,100314.19000000,100353.37000000,678.01774000,1734091199999,68153531.20879580,165572,385.45966000,38749795.68651840,0
1734091200000,100353.37000000,100470.59000000,100142.11000000,100299.85000000,462.58738000,1734094799999,46405012.81954240,150630,216.03747000,21672065.85482610,0
1734094800000,100299.85000000,100527.91000000,99936.25000000,100284.35000000,605.47063000,1734098399999,60655191.79778820,214229,292.98332000,29351135.61988950,0
1734098400000,100284.36000000,101018.12000000,100220.92000000,101018.12000000,988.71208000,1734101999999,99525066.10939740,337312,572.86714000,57687985.51984410,0
1734102000000,101018.12000000,101375.26000000,99700.00000000,99873.16000000,2338.34375000,1734105599999,235584930.11594730,565812,1027.01820000,103497955.27081550,0
1734105600000,99873.16000000,101272.73000000,99800.00000000,100988.01000000,1964.84991000,1734109199999,197336433.93773250,575702,974.31909000,97839678.06677370,0
1734109200000,100988.02000000,101777.75000000,100780.01000000,101737.89000000,1575.29189000,1734112799999,159595326.18623780,421877,772.60224000,78290401.23739300,0
1734112800000,101737.88000000,101895.26000000,101293.14000000,101495.91000000,1655.90604000,1734116399999,168271831.75255380,380093,852.83665000,86649725.66691950,0
1734116400000,101495.92000000,101617.65000000,101205.88000000,101462.34000000,980.79695000,1734119999999,99426570.24436240,235043,523.85832000,53098111.77546960,0
1734120000000,101462.34000000,101879.98000000,101227.97000000,101680.00000000,1230.46768000,1734123599999,125011393.58653560,274444,659.80995000,67036237.81293900,0
1734123600000,101680.01000000,101691.46000000,101250.09000000,101303.64000000,699.51818000,1734127199999,70951084.66231460,151208,261.94151000,26565949.70509460,0
1734127200000,101303.63000000,101407.99000000,101090.90000000,101227.28000000,406.27702000,1734130799999,41131812.79652190,122133,169.79251000,17188932.21151580,0
1734130800000,101227.28000000,101529.42000000,101139.88000000,101424.25000000,843.63925000,1734134399999,85462153.92348490,102712,416.44161000,42187051.81504050,0
1734134400000,101424.24000000,101519.42000000,101148.35000000,101301.07000000,468.18694000,1734137999999,47446351.10228830,122426,208.18438000,21097813.10831900,0
1734138000000,101301.07000000,102650.00000000,101301.07000000,102145.28000000,2528.31652000,1734141599999,258295885.28679280,521229,1482.12350000,151377659.93287510,0
1734141600000,102145.28000000,102279.43000000,101668.45000000,102032.61000000,698.88108000,1734145199999,71241146.63654800,248042,341.24506000,34781891.58917570,0
1734145200000,102032.61000000,102344.00000000,102022.39000000,102088.00000000,406.92709000,1734148799999,41576466.15074420,115886,186.86600000,19091977.12651660,0
1734148800000,102088.00000000,102138.00000000,101590.90000000,101681.81000000,636.87362000,1734152399999,64835506.04855060,162911,258.62405000,26323878.37320910,0
1734152400000,101681.82000000,101816.71000000,101632.00000000,101722.80000000,439.71251000,1734155999999,44736022.20508540,95720,200.59353000,20407781.46447370,0
1734156000000,101722.79000000,102000.00000000,101690.37000000,101906.05000000,572.18592000,1734159599999,58299725.20756090,79010,277.28692000,28258518.31681670,0
