timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume
1735545600000,93731.66000000,93917.77000000,93723.29000000,93835.70000000,221.44363000,1735547399999,20776466.09156820,70464,115.79594000,10864426.99193880,0
1735547400000,93835.71000000,93967.21000000,93725.15000000,93851.11000000,151.76957000,1735549199999,14245997.54473590,59769,83.27234000,7816173.80983180,0
1735549200000,93851.10000000,93950.27000000,93686.68000000,93902.45000000,214.23048000,1735550999999,20094246.30517800,84532,98.82308000,9269657.89143740,0
1735551000000,93902.45000000,94023.84000000,93857.84000000,93892.35000000,245.27123000,1735552799999,23037986.16534790,59698,109.97925000,10330369.93155040,0
1735552800000,93892.35000000,94068.56000000,93864.00000000,93919.99000000,162.35945000,1735554599999,15253233.18028090,40093,72.90256000,6849750.32083750,0
1735554600000,93920.00000000,93920.01000000,93730.95000000,93793.27000000,141.68482000,1735556399999,13290893.41867920,42057,61.37407000,5756664.79048000,0
1735556400000,93793.27000000,93938.07000000,93469.56000000,93880.98000000,347.51774000,1735558199999,32537492.31736510,75183,158.02517000,14796439.58453800,0
1735558200000,93880.98000000,93953.09000000,93832.04000000,93923.14000000,199.62577000,1735559999999,18743429.93559770,43876,97.01730000,9108901.64404800,0
1735560000000,93923.14000000,94277.23000000,93889.69000000,94121.31000000,292.61905000,1735561799999,27517394.91626260,59859,162.02838000,15239383.04465050,0
1735561800000,94121.31000000,94178.67000000,93722.06000000,93750.69000000,353.93254000,1735563599999,33229413.74165170,97747,141.45758000,13279598.19537320,0
1735563600000,93750.68000000,93820.90000000,93215.00000000,93293.48000000,896.67312000,1735565399999,83763019.27166510,132741,346.27729000,32346473.89939050,0
1735565400000,93293.47000000,93396.10000000,92613.00000000,92680.52000000,1386.79023000,1735567199999,128897908.33277370,205207,516.93174000,48029824.33622230,0
1735567200000,92680.52000000,93100.00000000,92586.01000000,93099.98000000,720.94713000,1735568999999,66907154.92226230,178058,340.86060000,31644605.35242070,0
1735569000000,93099.99000000,93120.00000000,91820.46000000,91883.99000000,2416.06102000,1735570799999,223050305.62326290,349684,815.68761000,75330972.92522360,0
1735570800000,91884.00000000,92256.00000000,91530.45000000,91688.66000000,1696.79715000,1735572599999,155706660.11691770,225708,860.17481000,78939119.93133370,0
1735572600000,91688.66000000,92473.32000000,91638.63000000,92130.21000000,1532.14226000,1735574399999,140969606.42642960,194955,813.12315000,74804785.80095020,0
1735574400000,92130.21000000,92227.17000000,91800.00000000,91994.35000000,663.28167000,1735576199999,61022482.33443000,131237,269.48583000,24794654.16466450,0
1735576200000,91994.13000000,92179.87000000,91883.32000000,92120.60000000,521.76055000,1735577999999,48018322.50438630,101869,222.92373000,20513778.42320730,0
1735578000000,92120.60000000,92576.91000000,91980.53000000,92538.03000000,533.08789000,1735579799999,49193950.04790730,122944,295.14039000,27239726.24005930,0
